Title,Year,Worldwide_Box_Office,WBO_Adjusted_for_Inflation
Transformers: Revenge of the Fallen,2009,836303693.0,792263772.42
2012,2009,769679473.0,729147997.23
Up,2009,735099082.0,696388616.57
The Twilight Saga: New Moon,2009,709827462.0,672447805.16
Sherlock Holmes,2009,524028679.0,496433223.42
Angels & Demons,2009,485930816.0,460341601.55
The Hangover,2009,468812793.0,444125017.08
Alvin and the Chipmunks: The Squeakquel,2009,443140005.0,419804163.26
Night at the Museum: Battle of the Smithsonian,2009,413106170.0,391351916.05
Star Trek,2009,385680446.0,365370436.19
Monsters vs. Aliens,2009,381509870.0,361419483.56
X-Men Origins: Wolverine,2009,373062864.0,353417298.59
Terminator Salvation,2009,371353001.0,351797477.32
Fast & Furious,2009,360364265.0,341387410.37
Prince of Persia: The Sands of Time,2009,336365676.0,318652591.89
A Christmas Carol,2009,325286646.0,308156985.83
Inglourious Basterds,2009,321455689.0,304527767.8
The Proposal,2009,317375031.0,300661998.07
The Blind Side,2009,309208309.0,292925337.29
G.I. Joe: The Rise of Cobra,2009,302469017.0,286540937.76
G-Force,2009,292817841.0,277397994.63
This Is It,2009,267983588.0,253871518.39
The Princess and the Frog,2009,267045765.0,252983081.33
Cloudy with a Chance of Meatballs,2009,243006126.0,230209374.56
It's Complicated,2009,219103655.0,207565612.48
Public Enemies,2009,214104620.0,202829827.67
District 9,2009,210888950.0,199783495.5
The Ugly Truth,2009,205298907.0,194487825.29
Paranormal Activity,2009,193355800.0,183173644.7
The Final Destination,2009,186167139.0,176363540.04
Watchmen,2009,185382813.0,175620516.8
Paul Blart: Mall Cop,2009,183348429.0,173693263.87
He's Just Not That Into You,2009,178866158.0,169447030.16
Couples Retreat,2009,171844840.0,162795456.18
Up in the Air,2009,166842739.0,158056766.83
Hannah Montana: The Movie,2009,155545279.0,147354233.34
The Taking of Pelham 123,2009,150166126.0,142258347.62
Brüno,2009,138805831.0,131496288.04
17 Again,2009,136316880.0,129138405.7
Julie & Julia,2009,129540522.0,122718892.07
The Fighter,2009,129190869.0,122387651.87
Law Abiding Citizen,2009,127944208.0,121206640.29
Coraline,2009,124596837.0,118035542.52
Surrogates,2009,122444772.0,115996805.69
Invictus,2009,122233971.0,115797105.52
Red Cliff II,2009,120432178.0,114090195.3
Hotel for Dogs,2009,117252578.0,111078033.67
Bride Wars,2009,115375850.0,109300134.55
Confessions of a Shopaholic,2009,108394089.0,102686034.48
Race to Witch Mountain,2009,106387141.0,100784772.77
Planet 51,2009,105647102.0,100083704.37
The Girl with the Dragon Tattoo,2009,104414200.0,98915727.24
Zombieland,2009,102392080.0,97000092.48
Ghosts of Girlfriends Past,2009,102366815.0,96976157.94
The Time Traveler's Wife,2009,101344412.0,96007594.89
My Bloody Valentine,2009,100734718.0,95430007.5
Where the Wild Things Are,2009,100140096.0,94866698.41
Old Dogs,2009,96753696.0,91658626.92
My Sister's Keeper,2009,95714875.0,90674510.44
Green Zone,2009,94882549.0,89886014.9
The Lovely Bones,2009,93621340.0,88691221.42
Underworld: Rise of the Lycans,2009,92158961.0,87305851.59
"I Love You, Man",2009,91980359.0,87136654.81
Friday the 13th,2009,91509154.0,86690263.56
Drag Me to Hell,2009,90842646.0,86058854.0
Madea Goes to Jail,2009,90508336.0,85742148.83
Rookies the Movie: Graduation,2009,88055243.0,83418236.2
State of Play,2009,87812371.0,83188153.89
Did You Hear About the Morgans?,2009,85280250.0,80789374.89
Duplicity,2009,78176181.0,74059407.59
Orphan,2009,77912251.0,73809376.2
The Haunting in Connecticut,2009,77536359.0,73453278.75
Fame,2009,77211836.0,73145845.2
The Unborn,2009,76514050.0,72484804.75
The Pink Panther 2,2009,76025134.0,72021635.16
Obsessed,2009,73830347.0,69942426.09
Funny People,2009,71585235.0,67815542.14
Tidal Wave,2009,71283278.0,67529486.25
The Men Who Stare at Goats,2009,69095771.0,65457173.81
Land of the Lost,2009,68777554.0,65155714.18
Saw VI,2009,68234154.0,64640929.73
The Girl Who Played with Fire,2009,67153225.0,63616922.67
Precious,2009,63649529.0,60297732.01
Little Nicholas,2009,62792067.0,59485424.13
Year One,2009,62357900.0,59074120.45
The Imaginarium of Doctor Parnassus,2009,61808775.0,58553912.48
Ninja Assassin,2009,61601280.0,58357344.21
500 Days of Summer,2009,60722734.0,57525062.62
3 Idiots,2009,60262836.0,57089382.94
The International,2009,60253843.0,57080863.52
Aliens in the Attic,2009,57881056.0,54833027.96
Vicky the Viking,2009,56390258.0,53420735.68
Under the Sea 3D,2009,55902624.0,52958780.58
Dragonball Evolution,2009,55720772.0,52786504.95
Nine,2009,54004950.0,51161038.48
Arthur and the Revenge of Maltazard,2009,52377611.0,49619395.48
Take Off,2009,52141043.0,49395285.19
Pokémon: Arceus and the Jewel of Life,2009,52119081.0,49374479.72
I Can Do Bad All by Myself,2009,51733921.0,49009602.32
Coco Before Chanel,2009,50812934.0,48137114.68
One Piece: Strong World,2009,49271461.0,46676815.96
Push,2009,48858618.0,46285713.35
9,2009,48428063.0,45877831.47
20th Century Boys 3: Redemption,2009,48397818.0,45849179.18
The Fourth Kind,2009,47709193.0,45196817.31
Crazy Heart,2009,47405566.0,44909179.37
Hachi: A Dog's Tale,2009,46748131.0,44286365.02
Fantastic Mr. Fox,2009,46471023.0,44023849.59
Rabbit Without Ears 2,2009,46439905.0,43994370.27
The Last House on the Left,2009,45289053.0,42904122.37
The Spy Next Door,2009,45236543.0,42854377.55
Nodame Cantabile: The Movie II,2009,44879450.0,42516089.14
Notorious,2009,44420316.0,42081133.23
The Girl Who Kicked the Hornet's Nest,2009,44276335.0,41944734.3
Brothers,2009,43474578.0,41185197.98
The Informant!,2009,41771168.0,39571489.9
The Uninvited,2009,41633384.0,39440961.63
Toy Story 2009 Re-release,2009,41258298.0,39085627.73
Evangelion: 2.0 You Can (Not) Advance,2009,41162041.0,38994439.65
The Concert,2009,41146351.0,38979575.89
Gamer,2009,40828540.0,38678500.88
All About Steve,2009,40105542.0,37993576.1
Astro Boy,2009,39886986.0,37786529.3
Detective Conan: The Raven Chaser,2009,39664359.0,37575625.88
Agora,2009,39457342.0,37379510.44
Halloween II,2009,39421467.0,37345524.62
Cirque du Freak: The Vampire's Assistant,2009,39291383.0,37222290.87
Jeon Woochi,2009,38681926.0,36644928.0
The Soloist,2009,38332994.0,36314370.83
Amalfi: Rewards of the Goddess,2009,37840539.0,35847848.61
Broken Embraces,2009,37472507.0,35499197.25
Brooklyn's Finest,2009,36440201.0,34521252.69
The Boat That Rocked,2009,36348784.0,34434649.73
Love Happens,2009,36088028.0,34187625.19
Whatever Works,2009,36020534.0,34123685.44
The Secret in Their Eyes,2009,35079650.0,33232348.58
Crank: High Voltage,2009,34572541.0,32751944.04
Gokusen: The Movie,2009,34117482.0,32320848.54
The Box,2009,33333531.0,31578180.56
LOL (Laughing Out Loud),2009,32764784.0,31039383.89
Fighting,2009,32482728.0,30772181.01
The Invention of Lying,2009,32406507.0,30699973.83
April Bride,2009,32112343.0,30421300.56
Jennifer's Body,2009,31556061.0,29894312.48
Dance Flick,2009,31439140.0,29783548.57
A Serious Man,2009,31430334.0,29775206.29
The Stepfather,2009,31198531.0,29555610.09
Yatterman,2009,30365792.0,28766723.29
Natale a Beverly Hills,2009,29976481.0,28397913.48
Crows Zero II,2009,29893636.0,28319431.12
20th Century Boys 2: The Last Hope,2009,29502213.0,27948620.53
The Young Victoria,2009,29181829.0,27645108.02
New in Town,2009,29010817.0,27483101.55
The Unbroken,2009,29000322.0,27473159.21
Shorts,2009,28972508.0,27446809.9
Pope Joan,2009,28748076.0,27234196.54
Case 39,2009,28190603.0,26706080.18
Recep Ivedik 2,2009,27699692.0,26241020.65
The Road,2009,27639579.0,26184073.21
Sorority Row,2009,27206120.0,25773440.25
Observe and Report,2009,26973554.0,25553121.22
An Education,2009,26096852.0,24722586.53
Coco,2009,25593707.0,24245937.24
Doraemon the Movie: The New Records of Nobita's Spaceblazer,2009,25422212.0,24083473.21
Mt. Tsurugidake,2009,25134437.0,23810852.5
A Single Man,2009,24964890.0,23650233.87
Kaiji: The Ultimate Gambler,2009,24709016.0,23407834.25
If I Were You 2,2009,24415116.0,23129411.08
I Give My First Love to You,2009,24051386.0,22784835.18
Mao's Last Dancer,2009,23914731.0,22655376.46
Dark Planet,2009,23772559.0,22520691.26
Jonas Brothers: The 3D Concert Experience,2009,23186960.0,21965930.03
Imagine That,2009,22985194.0,21774789.06
Armored,2009,22942221.0,21734079.03
A Perfect Getaway,2009,22938329.0,21730391.98
Dorian Gray,2009,22873653.0,21669121.84
Men in the City,2009,22420615.0,21239940.91
Neuilly Yo Mama!,2009,22243482.0,21072135.77
OSS 117: Lost in Rio,2009,21924245.0,20769709.85
The Rebound,2009,21791288.0,20643754.39
My Girlfriend Is an Agent,2009,21056256.0,19947429.33
Black Lightning,2009,20984902.0,19879832.84
Love Aaj Kal,2009,20794985.0,19699916.91
I Love You Phillip Morris,2009,20768906.0,19675211.24
Pandemic,2009,20712567.0,19621839.06
Pandorum,2009,20648328.0,19560982.9
My Life in Ruins,2009,20455482.0,19378292.21
Cado dalle nubi,2009,20123466.0,19063760.24
Solomon Kane,2009,19652185.0,18617296.99
Amelia,2009,19643086.0,18608677.14
Drop,2009,19611028.0,18578307.32
High Security Vacation,2009,19487557.0,18461338.33
Kamen Rider Decade: All Riders vs. Dai-Shocker,2009,19418091.0,18395530.42
Ballad,2009,19328678.0,18310825.93
The White Ribbon,2009,19319671.0,18302293.24
Cell 211,2009,19300483.0,18284115.69
Taras Bulba,2009,18874808.0,17880856.82
Toy Story 3,2010,1066969703.0,1339853382.39
Alice in Wonderland,2010,1025467110.0,1287736260.92
Harry Potter and the Deathly Hallows: Part 1,2010,960283305.0,1205881320.37
Inception,2010,828258695.0,1040090651.93
Shrek Forever After,2010,752600867.0,945082896.36
The Twilight Saga: Eclipse,2010,698491347.0,877134553.32
Iron Man 2,2010,623933331.0,783507893.03
Tangled,2010,592461732.0,743987250.36
Despicable Me,2010,543239815.0,682176543.09
How to Train Your Dragon,2010,494878759.0,621446867.0
Clash of the Titans,2010,493214993.0,619357583.22
The King's Speech,2010,423999102.0,532439327.33
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,415686217.0,522000373.86
Tron: Legacy,2010,400062763.0,502381131.03
The Karate Kid,2010,359126022.0,450974581.5
Black Swan,2010,329398046.0,413643503.51
Megamind,2010,321885765.0,404209913.14
Robin Hood,2010,321669741.0,403938639.76
The Last Airbender,2010,319713881.0,401482557.24
Little Fockers,2010,310650585.0,390101270.81
Resident Evil: Afterlife,2010,300228084.0,377013154.83
Shutter Island,2010,294804195.0,370202074.81
Salt,2010,293503354.0,368568536.19
Sex and the City 2,2010,290745055.0,365104786.25
The Tourist,2010,278780441.0,350080152.95
The Expendables,2010,274470394.0,344667786.47
Grown Ups,2010,271430189.0,340850031.44
